date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:34:41	2511/2511	---MC-	200	added ('OK')	text/xml	date:Tue,%2009%20Nov%202021%2010:04:40%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.idf.org%2Ftype-2-diabetes-risk-assessment%2F&format=xml	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/wp-json/oembed/1.0/embed7e65	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:41	41573/41573	---M--	200	added ('OK')	image/png	etag:%22a265-5b6f8a2473222%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/idf_lions_logos.png	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/idf_lions_logos.png	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2010:04:40%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/de	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/de	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2010:04:41%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/po	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/po	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:42	55274/55274	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2010:04:41%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/de/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/de/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:42	55417/55417	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2010:04:41%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/po/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/po/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2010:04:41%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/ko	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/ko	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2010:04:42%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/es	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/es	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:43	55422/55422	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2010:04:42%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/ko/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/ko/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2010:04:42%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/su	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/su	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:43	55654/55654	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2010:04:42%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/es/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/es/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2010:04:43%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/cs	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/cs	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:44	54918/54918	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2010:04:43%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/su/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/su/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:44	53893/53893	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2010:04:43%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/cs/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/cs/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2010:04:43%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/fr	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/fr	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2010:04:44%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/sv	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/sv	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:45	56137/56137	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2010:04:44%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/fr/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/fr/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2010:04:44%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/ct	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/ct	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:45	54461/54461	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2010:04:44%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/sv/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/sv/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2010:04:45%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/it	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/it	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:46	53905/53905	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2010:04:45%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/ct/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/ct/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2010:04:45%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/jp	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/jp	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:46	54954/54954	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2010:04:45%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/it/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/it/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:46	44475/44475	---M--	200	added ('OK')	image/svg+xml	etag:%22adbb-5b6f8a2472282%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/quiz_start.svg	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/quiz_start.svg	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:46	55929/55929	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2010:04:45%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/jp/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/jp/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:46	30789/30789	---M--	200	added ('OK')	image/svg+xml	etag:%227845-5b6f8a2472282%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/age_graphic.svg	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/age_graphic.svg	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:47	21240/21240	---M--	200	added ('OK')	image/svg+xml	etag:%2252f8-5b6f8a246e401%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/waist_graphic.svg	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/waist_graphic.svg	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:47	57600/57600	---M--	200	added ('OK')	image/svg+xml	etag:%22e100-5b6f8a246c4c1%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/bmi_graphic.svg	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/bmi_graphic.svg	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:47	60413/60413	---M--	200	added ('OK')	image/svg+xml	etag:%22ebfd-5b6f8a24712e2%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/activity_graphic.svg	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/activity_graphic.svg	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:47	16652/16652	---M--	200	added ('OK')	image/svg+xml	etag:%22410c-5b6f8a246d461%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/diet_graphic.svg	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/diet_graphic.svg	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:47	10970/10970	---M--	200	added ('OK')	image/svg+xml	etag:%222ada-5b6f8a2468640%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/blood_pressure_graphic.svg	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/blood_pressure_graphic.svg	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:48	8352/8352	---M--	200	added ('OK')	image/svg+xml	etag:%2220a0-5b6f8a246d461%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/blood_glucose_graphic.svg	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/blood_glucose_graphic.svg	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:48	41285/41285	---M--	200	added ('OK')	image/svg+xml	etag:%22a145-5b6f8a24712e2%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/family_graphic.svg	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/family_graphic.svg	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:48	49856/49856	---M--	200	added ('OK')	image/svg+xml	etag:%22c2c0-5b6f8a24712e2%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/quiz_results.svg	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/quiz_results.svg	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:48	1387/1387	---M--	200	added ('OK')	image/png	etag:%2256b-5b6f8a246e401%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_facebook.png	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_facebook.png	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:49	2126/2126	---M--	200	added ('OK')	image/png	etag:%2284e-5b6f8a246d461%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_twitter.png	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_twitter.png	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:49	1560/1560	---M--	200	added ('OK')	image/png	etag:%22618-5b6f8a2468640%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_linkedin.png	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_linkedin.png	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:50	2278/2278	---M--	200	added ('OK')	image/png	etag:%228e6-5b6f8a24676a0%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_share.png	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_share.png	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:50	15196/15196	---M--	200	added ('OK')	image/png	etag:%223b5c-5b6f8a246c4c1%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/support_logos_alt.png	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/support_logos_alt.png	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:50	1686/1686	---M--	200	added ('OK')	image/png	etag:%22696-5b6f8a24676a0%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_flickr.png	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_flickr.png	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:50	1957/1957	---M--	200	added ('OK')	image/png	etag:%227a5-5b6f8a24676a0%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_youtube.png	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/icon_youtube.png	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:51	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%22592-5ba7e7fbecd38%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-includes/js/wp-embed.min.js?ver=5.6.5	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-includes/js/wp-embed.min9d3a.js	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:51	222/222	---M--	200	added ('OK')	application/javascript	etag:%22de-5b6f8a24647c0%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/js/functions.out.js	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/js/functions.out.js	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:52	171/171	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2009%20Nov%202021%2010:04:51%20GMT	http://s7.addthis.com/js/300/addthis_widget.js	C:/My%20Web%20Sites/diabetes/s7.addthis.com/js/300/addthis_widget.2d.delayed	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:53	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Tue,%2002%20Nov%202021%2017:39:06%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/diabetes/www.google-analytics.com/analytics.js	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:53	361292/361292	---M-Z	200	added ('OK')	application/javascript	etag:%225f971164-5834c%22	https://s7.addthis.com/js/300/addthis_widget.js	C:/My%20Web%20Sites/diabetes/s7.addthis.com/js/300/addthis_widget.js	(from https://www.idf.org/type-2-diabetes-risk-assessment/)
15:34:54	1006/1006	---M--	200	added ('OK')	image/png	etag:%223ee-5b6f8a24712e2%22	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/list_arrow.png	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/img/list_arrow.png	(from https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/style.css)
15:34:54	199/199	---M--	403	error ('Forbidden')	text/html	date:Tue,%2009%20Nov%202021%2010:04:53%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/fonts/gen-basic-webfont.eot	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/fonts/gen-basic-webfont.eot	(from https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/style.css)
15:34:54	199/199	---M--	403	error ('Forbidden')	text/html	date:Tue,%2009%20Nov%202021%2010:04:53%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/fonts/gen-basic-webfont.eot?	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/fonts/gen-basic-webfontd41d.eot	(from https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/style.css)
15:34:54	199/199	---M--	403	error ('Forbidden')	text/html	date:Tue,%2009%20Nov%202021%2010:04:54%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/fonts/gen-basic-webfont.woff	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/fonts/gen-basic-webfont.woff	(from https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/style.css)
15:34:55	199/199	---M--	403	error ('Forbidden')	text/html	date:Tue,%2009%20Nov%202021%2010:04:54%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/fonts/gen-basic-webfont.ttf	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/fonts/gen-basic-webfont.ttf	(from https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/style.css)
15:34:55	199/199	---M--	403	error ('Forbidden')	text/html	date:Tue,%2009%20Nov%202021%2010:04:54%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/fonts/gen-basic-webfont.svg	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/_/fonts/gen-basic-webfont.svg	(from https://www.idf.org/type-2-diabetes-risk-assessment/blipire/wp-content/themes/risk-assessment/style.css)
15:34:56	3052/3052	---MC-	200	added ('OK')	application/json	date:Tue,%2009%20Nov%202021%2010:04:55%20GMT	https://www.idf.org/type-2-diabetes-risk-assessment/wp-json/wp/v2/pages/270	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/wp-json/wp/v2/pages/270.json	(from https://www.idf.org/type-2-diabetes-risk-assessment/de/)
15:34:56	798/798	---MC-	200	added ('OK')	application/rss+xml	etag:%2219c1ae32fb59eb54990dcae4e2b31f8d%22	https://www.idf.org/type-2-diabetes-risk-assessment/de/feed/	C:/My%20Web%20Sites/diabetes/www.idf.org/type-2-diabetes-risk-assessment/de/feed/index.html	(from https://www.idf.org/type-2-diabetes-risk-assessment/de/)
